uid,name,phone,region_name,area_name,distributor_name,territory_name,points,routes,notes
RET-000010202,Ahmed Store,01850986491,Mymensingh,Trishal,Star Distribution Co.,Trishal - Zone 5,594,Route-86,Needs follow-up on pending order
RET-000010203,Hossain Paiker,01939700875,Khulna,Daulatpur,Khan Brothers,Daulatpur - Zone 2,944,Route-30,"Regular customer, prefers morning visits"
RET-000010204,Khatun Wholesale,01528763467,Sylhet,Ambarkhana,Bangla Trade House,Ambarkhana - Zone 4,316,Route-43,High volume retailer
RET-000010205,Malek General Store,01546038030,Rajshahi,Paba,Elite Commerce,Paba - Zone 3,430,Route-13,
RET-000010206,Sharif Wholesale,01738919369,Dhaka,Bashundhara,City Distributors,Bashundhara - Zone 1,274,Route-85,"Regular customer, prefers morning visits"
RET-000010207,Chowdhury Varieties,01595281141,Chattogram,Agrabad,Nation Suppliers,Agrabad - Zone 4,675,Route-22,Needs follow-up on pending order
RET-000010208,Das Trading,01687755288,Rajshahi,Paba,Evergreen Trading,Paba - Zone 4,397,Route-50,"Regular customer, prefers morning visits"
RET-000010209,Rahman Shop,01356926090,Khulna,Batiaghata,Sunrise Wholesale,Batiaghata - Zone 2,289,Route-78,Payment always on time
RET-000010210,Ahmed Varieties,01329588052,Khulna,Batiaghata,Nation Suppliers,Batiaghata - Zone 1,222,Route-11,
RET-000010211,Siddique Trading,01328613728,Dhaka,Banani,Pacific Distributors,Banani - Zone 2,108,Route-100,"New retailer, handle with care"
RET-000010212,Begum Store,01312410866,Sylhet,South Surma,Elite Commerce,South Surma - Zone 3,97,Route-77,Located near main market
RET-000010213,Haque Wholesale,01321450186,Dhaka,Uttara,Delta Suppliers,Uttara - Zone 4,665,Route-49,
RET-000010214,Akbar Dokan,01385282120,Mymensingh,Bhaluka,Pacific Distributors,Bhaluka - Zone 5,280,Route-9,
RET-000010215,Iqbal Bhandar,01995322339,Sylhet,Tilagarh,Elite Commerce,Tilagarh - Zone 3,400,Route-97,"Bulk buyer, offer discounts"
RET-000010216,Ali Point,01767840535,Rajshahi,Boalia,Elite Commerce,Boalia - Zone 1,684,Route-10,Prefers WhatsApp communication
RET-000010217,Khan Mart,01644909067,Mymensingh,Muktagachha,Rahman Enterprises,Muktagachha - Zone 3,793,Route-2,High volume retailer
RET-000010218,Noor Mart,01997155678,Rangpur,Pirganj,Eastern Commerce,Pirganj - Zone 4,860,Route-62,"Regular customer, prefers morning visits"
RET-000010219,Sultana Wholesale,01756715430,Barishal,Barishal Sadar,Diamond Wholesale,Barishal Sadar - Zone 3,874,Route-5,
RET-000010220,Taher Retail Hub,01713711871,Chattogram,Halishahar,Star Distribution Co.,Halishahar - Zone 5,944,Route-60,High volume retailer
RET-000010221,Uddin Wholesale,01556937340,Khulna,Batiaghata,Global Supply Chain,Batiaghata - Zone 1,1,Route-44,"Regular customer, prefers morning visits"
RET-000010222,Malek Enterprise,01815049924,Chattogram,Double Mooring,Star Distribution Co.,Double Mooring - Zone 2,301,Route-27,
RET-000010223,Chowdhury Mart,01836788832,Sylhet,Zindabazar,Eastern Commerce,Zindabazar - Zone 4,611,Route-33,Located near main market
RET-000010224,Rahman Wholesale,01990199230,Khulna,Sonadanga,Bangla Trade House,Sonadanga - Zone 2,980,Route-73,"New retailer, handle with care"
RET-000010225,Sharif Corner,01985299114,Barishal,Banaripara,AB Trading,Banaripara - Zone 2,14,Route-54,
RET-000010226,Kabir Wholesale,01588459280,Dhaka,Tejgaon,Delta Suppliers,Tejgaon - Zone 5,290,Route-57,
RET-000010227,Das Varieties,01746608841,Rajshahi,Katakhali,Star Distribution Co.,Katakhali - Zone 3,162,Route-22,
RET-000010228,Sultana Store,01370787996,Khulna,Batiaghata,Global Supply Chain,Batiaghata - Zone 2,868,Route-68,Prefers WhatsApp communication
RET-000010229,Kamal General Store,01640951735,Dhaka,Dhanmondi,Delta Suppliers,Dhanmondi - Zone 3,939,Route-11,Located near main market
RET-000010230,Jahan General Store,01894473353,Rajshahi,Katakhali,Rahman Enterprises,Katakhali - Zone 1,451,Route-58,Located near main market
RET-000010231,Malek Point,01898861080,Dhaka,Mirpur,Delta Suppliers,Mirpur - Zone 3,20,Route-76,"Regular customer, prefers morning visits"
RET-000010232,Haque Store,01559559999,Dhaka,Mirpur,Bangla Trade House,Mirpur - Zone 2,668,Route-56,Located near main market
RET-000010233,Malek Mini Mart,01699871900,Sylhet,Zindabazar,Evergreen Trading,Zindabazar - Zone 5,554,Route-22,Located near main market
RET-000010234,Kamal Enterprise,01324921715,Chattogram,Nasirabad,Eastern Commerce,Nasirabad - Zone 4,108,Route-48,Payment always on time
RET-000010235,Ali Store,01575286661,Mymensingh,Mymensingh Sadar,Evergreen Trading,Mymensingh Sadar - Zone 4,783,Route-61,Payment always on time
RET-000010236,Sultana Corner,01980643135,Barishal,Babuganj,Royal Traders,Babuganj - Zone 2,233,Route-92,"Regular customer, prefers morning visits"
RET-000010237,Kabir General Store,01959680062,Dhaka,Mohammadpur,City Distributors,Mohammadpur - Zone 4,398,Route-64,High volume retailer
RET-000010238,Reza Varieties,01557197361,Rangpur,Pirganj,United Distributors,Pirganj - Zone 3,562,Route-83,"Bulk buyer, offer discounts"
RET-000010239,Reza Trading,01764470316,Rajshahi,Boalia,Mega Trade BD,Boalia - Zone 1,598,Route-78,"Bulk buyer, offer discounts"
RET-000010240,Kamal Corner,01539137506,Rangpur,Badarganj,AB Trading,Badarganj - Zone 5,577,Route-62,
RET-000010241,Taher Dokan,01326569057,Khulna,Sonadanga,United Distributors,Sonadanga - Zone 3,434,Route-77,
RET-000010242,Begum Super Shop,01862235815,Mymensingh,Gafargaon,Eastern Commerce,Gafargaon - Zone 2,955,Route-53,"Regular customer, prefers morning visits"
RET-000010243,Sultana Point,01373678575,Chattogram,Panchlaish,Royal Traders,Panchlaish - Zone 5,38,Route-6,Located near main market
RET-000010244,Akter Trading,01868635242,Rajshahi,Shah Makhdum,Nation Suppliers,Shah Makhdum - Zone 3,883,Route-17,
RET-000010245,Iqbal Super Shop,01312338390,Chattogram,Halishahar,Star Distribution Co.,Halishahar - Zone 5,703,Route-16,
RET-000010246,Akter Shop,01596662314,Dhaka,Motijheel,Crystal Distributors,Motijheel - Zone 4,117,Route-50,"Bulk buyer, offer discounts"
RET-000010247,Malek Enterprise,01529725669,Rangpur,Gangachara,Prime Wholesale,Gangachara - Zone 1,416,Route-34,
RET-000010248,Taher Enterprise,01856763824,Rangpur,Gangachara,Eastern Commerce,Gangachara - Zone 2,728,Route-89,High volume retailer
RET-000010249,Khan Mart,01746616402,Chattogram,Agrabad,Royal Traders,Agrabad - Zone 5,724,Route-55,
RET-000010250,Khan Varieties,01913886013,Sylhet,Tilagarh,Royal Traders,Tilagarh - Zone 1,658,Route-92,Needs follow-up on pending order
RET-000010251,Sarkar Mart,01840550365,Chattogram,Pahartali,Eastern Commerce,Pahartali - Zone 1,635,Route-7,"Bulk buyer, offer discounts"
RET-000010252,Noor Paiker,01557166536,Rangpur,Gangachara,Nation Suppliers,Gangachara - Zone 1,481,Route-91,"Bulk buyer, offer discounts"
RET-000010253,Ahmed Store,01580370429,Chattogram,Double Mooring,Nation Suppliers,Double Mooring - Zone 1,373,Route-38,"New retailer, handle with care"
RET-000010254,Akbar Varieties,01385040806,Sylhet,Ambarkhana,Prime Wholesale,Ambarkhana - Zone 4,999,Route-1,
RET-000010255,Reza Super Shop,01664068132,Rajshahi,Paba,Global Supply Chain,Paba - Zone 1,369,Route-23,"New retailer, handle with care"
RET-000010256,Ali Store,01932646123,Khulna,Batiaghata,Eastern Commerce,Batiaghata - Zone 4,947,Route-58,Located near main market
RET-000010257,Mondal Shop,01681396378,Rangpur,Mithapukur,Global Supply Chain,Mithapukur - Zone 3,925,Route-57,Payment always on time
RET-000010258,Jahan Corner,01935317204,Mymensingh,Muktagachha,Prime Wholesale,Muktagachha - Zone 4,13,Route-42,High volume retailer
RET-000010259,Khan Super Shop,01752236819,Mymensingh,Trishal,Global Supply Chain,Trishal - Zone 5,322,Route-51,
RET-000010260,Mondal Grocery,01531368608,Sylhet,Ambarkhana,Elite Commerce,Ambarkhana - Zone 2,132,Route-40,
RET-000010261,Begum Mart,01310491407,Mymensingh,Muktagachha,AB Trading,Muktagachha - Zone 3,291,Route-39,"New retailer, handle with care"
RET-000010262,Noor Grocery,01568600055,Sylhet,South Surma,Star Distribution Co.,South Surma - Zone 1,925,Route-40,High volume retailer
RET-000010263,Siddique Super Shop,01639713470,Barishal,Banaripara,Sunrise Wholesale,Banaripara - Zone 1,638,Route-79,Located near main market
RET-000010264,Kabir Corner,01812765392,Chattogram,Agrabad,Nation Suppliers,Agrabad - Zone 5,979,Route-45,Located near main market
RET-000010265,Uddin Shop,01732216403,Dhaka,Savar,Elite Commerce,Savar - Zone 3,334,Route-84,"New retailer, handle with care"
RET-000010266,Mia Retail Hub,01513050808,Sylhet,Ambarkhana,Crystal Distributors,Ambarkhana - Zone 1,337,Route-19,Needs follow-up on pending order
RET-000010267,Khan Corner,01543182778,Chattogram,Double Mooring,Mega Trade BD,Double Mooring - Zone 4,927,Route-58,High volume retailer
RET-000010268,Haque Super Shop,01545171754,Dhaka,Mirpur,AB Trading,Mirpur - Zone 5,413,Route-73,
RET-000010269,Sultana Retail Hub,01797575785,Rajshahi,Shah Makhdum,Sunrise Wholesale,Shah Makhdum - Zone 4,865,Route-2,Prefers WhatsApp communication
RET-000010270,Islam Mini Mart,01689463488,Sylhet,Subid Bazar,Diamond Wholesale,Subid Bazar - Zone 1,359,Route-61,
RET-000010271,Alam Super Shop,01551942708,Barishal,Gournadi,Crystal Distributors,Gournadi - Zone 1,429,Route-49,"Regular customer, prefers morning visits"
RET-000010272,Malek Dokan,01670561388,Sylhet,Kumarpara,United Distributors,Kumarpara - Zone 3,831,Route-74,Prefers WhatsApp communication
RET-000010273,Khatun Mart,01672326110,Khulna,Boyra,Mega Trade BD,Boyra - Zone 3,700,Route-62,High volume retailer
RET-000010274,Mia Grocery,01984943423,Barishal,Banaripara,Eastern Commerce,Banaripara - Zone 3,328,Route-88,"Bulk buyer, offer discounts"
RET-000010275,Mondal Paiker,01853535191,Dhaka,Banani,AB Trading,Banani - Zone 1,60,Route-63,
RET-000010276,Sultana Super Shop,01878309648,Chattogram,Agrabad,Sunrise Wholesale,Agrabad - Zone 5,23,Route-35,"Regular customer, prefers morning visits"
RET-000010277,Sultana Grocery,01682241053,Rangpur,Rangpur Sadar,AB Trading,Rangpur Sadar - Zone 2,545,Route-34,"Bulk buyer, offer discounts"
RET-000010278,Ahmed Shop,01368376961,Khulna,Daulatpur,Diamond Wholesale,Daulatpur - Zone 5,52,Route-32,"Regular customer, prefers morning visits"
RET-000010279,Jahan Point,01824964311,Rajshahi,Rajpara,Evergreen Trading,Rajpara - Zone 4,679,Route-94,Needs follow-up on pending order
RET-000010280,Ahmed Trading,01624979728,Mymensingh,Mymensingh Sadar,AB Trading,Mymensingh Sadar - Zone 1,521,Route-50,Needs follow-up on pending order
RET-000010281,Hossain Mart,01589047070,Dhaka,Gulshan,Evergreen Trading,Gulshan - Zone 3,7,Route-16,
RET-000010282,Haque General Store,01690959051,Chattogram,Halishahar,Delta Suppliers,Halishahar - Zone 1,959,Route-89,
RET-000010283,Sultana Paiker,01615777402,Chattogram,Kotwali,Sunrise Wholesale,Kotwali - Zone 2,771,Route-45,Needs follow-up on pending order
RET-000010284,Hossain Point,01988608813,Mymensingh,Gafargaon,Mega Trade BD,Gafargaon - Zone 2,169,Route-87,Prefers WhatsApp communication
RET-000010285,Noor Shop,01691317427,Rajshahi,Rajpara,Prime Wholesale,Rajpara - Zone 2,164,Route-85,"Bulk buyer, offer discounts"
RET-000010286,Reza Mini Mart,01358239304,Chattogram,Double Mooring,Rahman Enterprises,Double Mooring - Zone 1,908,Route-46,
RET-000010287,Reza Retail Hub,01322710263,Dhaka,Tejgaon,Nation Suppliers,Tejgaon - Zone 1,959,Route-66,
RET-000010288,Mia Varieties,01511593959,Mymensingh,Fulbaria,Mega Trade BD,Fulbaria - Zone 3,939,Route-10,
RET-000010289,Khan Store,01386274685,Sylhet,Kumarpara,Pacific Distributors,Kumarpara - Zone 5,753,Route-16,Payment always on time
RET-000010290,Mondal Retail Hub,01995109551,Khulna,Sonadanga,Star Distribution Co.,Sonadanga - Zone 1,615,Route-65,"Regular customer, prefers morning visits"
RET-000010291,Islam Bhandar,01536863812,Rangpur,Kaunia,Delta Suppliers,Kaunia - Zone 4,47,Route-31,Needs follow-up on pending order
RET-000010292,Ali Retail Hub,01547808808,Barishal,Airport,Eastern Commerce,Airport - Zone 4,349,Route-53,
RET-000010293,Kamal Paiker,01764185521,Chattogram,Panchlaish,Mega Trade BD,Panchlaish - Zone 1,60,Route-20,"Regular customer, prefers morning visits"
RET-000010294,Akter Shop,01684133059,Khulna,Batiaghata,Mega Trade BD,Batiaghata - Zone 5,281,Route-64,Located near main market
RET-000010295,Hossain General Store,01374105532,Chattogram,Kotwali,United Distributors,Kotwali - Zone 5,557,Route-90,Prefers WhatsApp communication
RET-000010296,Hossain General Store,01318481263,Dhaka,Uttara,Star Distribution Co.,Uttara - Zone 4,327,Route-96,High volume retailer
RET-000010297,Bhuiyan Mini Mart,01339682553,Dhaka,Mirpur,Nation Suppliers,Mirpur - Zone 4,6,Route-20,"Bulk buyer, offer discounts"
RET-000010298,Akbar Mart,01597345146,Dhaka,Gulshan,Rahman Enterprises,Gulshan - Zone 4,599,Route-56,Prefers WhatsApp communication
RET-000010299,Taher Varieties,01864006737,Chattogram,Panchlaish,Khan Brothers,Panchlaish - Zone 2,604,Route-40,Located near main market
RET-000010300,Ahmed Varieties,01662628967,Chattogram,Chandgaon,Eastern Commerce,Chandgaon - Zone 4,465,Route-31,Prefers WhatsApp communication
RET-000010301,Reza Retail Hub,01343537109,Rangpur,Pirganj,City Distributors,Pirganj - Zone 1,326,Route-53,Located near main market
RET-000010302,Hossain Grocery,01320389443,Rangpur,Kaunia,Pacific Distributors,Kaunia - Zone 3,751,Route-70,Prefers WhatsApp communication
RET-000010303,Ali Point,01548812333,Sylhet,Subid Bazar,Diamond Wholesale,Subid Bazar - Zone 2,693,Route-10,
RET-000010304,Kamal Grocery,01858596465,Khulna,Boyra,Mega Trade BD,Boyra - Zone 1,985,Route-42,
RET-000010305,Khan Enterprise,01664606365,Barishal,Barishal Sadar,United Distributors,Barishal Sadar - Zone 3,194,Route-8,High volume retailer
RET-000010306,Akbar Point,01381263129,Sylhet,Ambarkhana,Mega Trade BD,Ambarkhana - Zone 1,329,Route-78,"Bulk buyer, offer discounts"
RET-000010307,Siddique Enterprise,01612589889,Rangpur,Rangpur Sadar,Crystal Distributors,Rangpur Sadar - Zone 5,438,Route-72,Needs follow-up on pending order
RET-000010308,Chowdhury Shop,01737923774,Barishal,Banaripara,Delta Suppliers,Banaripara - Zone 2,6,Route-24,"Regular customer, prefers morning visits"
RET-000010309,Sarkar Dokan,01743870478,Rajshahi,Boalia,Pacific Distributors,Boalia - Zone 4,813,Route-5,"Regular customer, prefers morning visits"
RET-000010310,Khatun Shop,01511679366,Rangpur,Badarganj,Khan Brothers,Badarganj - Zone 4,481,Route-61,
RET-000010311,Ali Bhandar,01793162393,Barishal,Banaripara,Bangla Trade House,Banaripara - Zone 2,869,Route-12,Located near main market
RET-000010312,Iqbal Trading,01837795372,Rangpur,Badarganj,Elite Commerce,Badarganj - Zone 3,78,Route-48,Payment always on time
RET-000010313,Malek Super Shop,01733843876,Barishal,Kotwali,Rahman Enterprises,Kotwali - Zone 2,837,Route-76,
RET-000010314,Mondal Mart,01558592036,Sylhet,South Surma,Elite Commerce,South Surma - Zone 5,350,Route-18,High volume retailer
RET-000010315,Khatun Retail Hub,01967298442,Rangpur,Mithapukur,Star Distribution Co.,Mithapukur - Zone 5,261,Route-22,High volume retailer
RET-000010316,Mia Corner,01824101275,Khulna,Daulatpur,Sunrise Wholesale,Daulatpur - Zone 5,280,Route-31,Payment always on time
RET-000010317,Malek Varieties,01396062680,Rajshahi,Katakhali,Sunrise Wholesale,Katakhali - Zone 2,917,Route-21,Prefers WhatsApp communication
RET-000010318,Khan Super Shop,01576570520,Khulna,Sonadanga,AB Trading,Sonadanga - Zone 4,374,Route-35,Needs follow-up on pending order
RET-000010319,Bhuiyan Grocery,01819534481,Barishal,Banaripara,Rahman Enterprises,Banaripara - Zone 4,34,Route-28,"Bulk buyer, offer discounts"
RET-000010320,Sultana Super Shop,01629710510,Chattogram,Kotwali,Star Distribution Co.,Kotwali - Zone 4,157,Route-13,
RET-000010321,Begum Bhandar,01769100089,Dhaka,Dhanmondi,Delta Suppliers,Dhanmondi - Zone 2,679,Route-20,Prefers WhatsApp communication
RET-000010322,Reza Retail Hub,01918595204,Sylhet,Subid Bazar,Sunrise Wholesale,Subid Bazar - Zone 2,162,Route-38,"Bulk buyer, offer discounts"
RET-000010323,Chowdhury Bhandar,01679650943,Dhaka,Bashundhara,Delta Suppliers,Bashundhara - Zone 1,368,Route-16,
RET-000010324,Akter Varieties,01653774254,Sylhet,Ambarkhana,City Distributors,Ambarkhana - Zone 3,142,Route-86,Needs follow-up on pending order
RET-000010325,Chowdhury Retail Hub,01657528396,Chattogram,Nasirabad,Crystal Distributors,Nasirabad - Zone 1,117,Route-56,"Bulk buyer, offer discounts"
RET-000010326,Mia Shop,01712748253,Chattogram,Pahartali,Nation Suppliers,Pahartali - Zone 1,505,Route-77,High volume retailer
RET-000010327,Alam Wholesale,01688381371,Barishal,Airport,AB Trading,Airport - Zone 2,299,Route-10,Located near main market
RET-000010328,Reza Trading,01374450101,Mymensingh,Gafargaon,Pacific Distributors,Gafargaon - Zone 4,807,Route-57,Prefers WhatsApp communication
RET-000010329,Khan Corner,01719931071,Dhaka,Bashundhara,Prime Wholesale,Bashundhara - Zone 1,571,Route-94,"Bulk buyer, offer discounts"
RET-000010330,Sarkar Retail Hub,01775508617,Chattogram,Agrabad,Rahman Enterprises,Agrabad - Zone 3,119,Route-11,Payment always on time
RET-000010331,Malek Paiker,01741806287,Sylhet,Subid Bazar,City Distributors,Subid Bazar - Zone 2,993,Route-64,
RET-000010332,Khatun Mini Mart,01997011707,Dhaka,Banani,Star Distribution Co.,Banani - Zone 5,84,Route-50,Located near main market
RET-000010333,Iqbal Paiker,01691653769,Chattogram,Kotwali,Mega Trade BD,Kotwali - Zone 5,537,Route-61,
RET-000010334,Reza Store,01314881358,Mymensingh,Gafargaon,Sunrise Wholesale,Gafargaon - Zone 5,414,Route-44,
RET-000010335,Das Retail Hub,01382267740,Khulna,Boyra,Diamond Wholesale,Boyra - Zone 5,642,Route-54,
RET-000010336,Mia General Store,01751606963,Rajshahi,Rajpara,Evergreen Trading,Rajpara - Zone 5,78,Route-39,Needs follow-up on pending order
RET-000010337,Ali Enterprise,01732202282,Rangpur,Mithapukur,City Distributors,Mithapukur - Zone 5,350,Route-54,Payment always on time
RET-000010338,Hossain Mini Mart,01876033749,Rangpur,Gangachara,Rahman Enterprises,Gangachara - Zone 1,459,Route-47,Located near main market
RET-000010339,Begum Wholesale,01718535304,Dhaka,Motijheel,Star Distribution Co.,Motijheel - Zone 5,937,Route-25,
RET-000010340,Hossain Mart,01785918451,Chattogram,Panchlaish,Evergreen Trading,Panchlaish - Zone 3,985,Route-49,
RET-000010341,Ahmed Store,01692127197,Dhaka,Dhanmondi,Nation Suppliers,Dhanmondi - Zone 3,555,Route-82,Needs follow-up on pending order
RET-000010342,Malek Point,01772294427,Khulna,Boyra,Crystal Distributors,Boyra - Zone 4,263,Route-89,"Regular customer, prefers morning visits"
RET-000010343,Reza Dokan,01633021178,Rajshahi,Paba,Sunrise Wholesale,Paba - Zone 1,568,Route-52,
RET-000010344,Hossain Mart,01998000583,Sylhet,Ambarkhana,AB Trading,Ambarkhana - Zone 5,106,Route-40,
RET-000010345,Chowdhury Paiker,01399217448,Rangpur,Kaunia,Pacific Distributors,Kaunia - Zone 2,906,Route-79,
RET-000010346,Islam Grocery,01878372917,Khulna,Khalishpur,Khan Brothers,Khalishpur - Zone 2,577,Route-23,
RET-000010347,Kamal Bhandar,01899776566,Chattogram,Double Mooring,Royal Traders,Double Mooring - Zone 4,170,Route-76,Needs follow-up on pending order
RET-000010348,Bhuiyan Corner,01532062276,Chattogram,Pahartali,Eastern Commerce,Pahartali - Zone 4,297,Route-84,
RET-000010349,Ahmed Super Shop,01657109719,Mymensingh,Muktagachha,Evergreen Trading,Muktagachha - Zone 1,767,Route-14,"New retailer, handle with care"
RET-000010350,Haque Trading,01512649915,Barishal,Airport,Royal Traders,Airport - Zone 4,171,Route-72,High volume retailer
